origin,destination,early,morning,midday,afternoon,evening,night,total
Gloucester Road,Richmond,46,73,71,14,0,0,204
Gloucester Road,Ruislip,0,0,6,0,0,0,6
Gloucester Road,Russell Square,0,42,66,38,0,0,146
Gloucester Road,Seven Sisters,0,0,0,255,74,0,329
Gloucester Road,Shepherd's Bush 1,0,9,0,31,0,0,40
Gloucester Road,Sloane Square,3,81,179,86,45,0,393
Gloucester Road,Snaresbrook,0,0,0,0,0,0,0
Gloucester Road,South Ealing,0,13,0,6,38,0,56
Gloucester Road,South Harrow,0,0,0,0,32,0,32
Gloucester Road,South Kensington,0,28,145,43,23,0,239
Gloucester Road,South Kenton,0,0,0,0,1,0,1
Gloucester Road,South Woodford,0,4,0,0,0,0,4
Gloucester Road,Southfields,0,0,5,0,89,0,95
Gloucester Road,Southgate,0,6,61,0,0,0,67
Gloucester Road,Southwark,0,23,22,0,0,0,46
Gloucester Road,St. James's Park,9,139,87,0,0,0,235
Gloucester Road,St. John's Wood,0,0,25,21,0,0,47
Gloucester Road,St. Paul's,0,14,3,0,0,0,18
Gloucester Road,Stamford Brook,0,21,0,89,49,0,159
Gloucester Road,Stepney Green,0,0,6,0,0,0,6
Gloucester Road,Stockwell,0,0,0,0,0,13,13
Gloucester Road,Stratford,0,0,0,303,15,0,318
Gloucester Road,Sudbury Hill,1,11,0,60,0,0,72
Gloucester Road,Sudbury Town,0,0,30,9,0,0,39
Gloucester Road,Swiss Cottage,0,0,3,0,13,0,17
Gloucester Road,Temple,4,110,114,35,0,0,263
Gloucester Road,Tooting Bec,0,0,0,0,0,0,0
Gloucester Road,Tooting Broadway,0,0,0,0,50,0,50
Gloucester Road,Tottenham Court Road,0,23,0,29,0,0,51
Gloucester Road,Tottenham Hale,0,0,0,2,0,0,2
Gloucester Road,Tower Hill,9,146,161,132,0,0,449
Gloucester Road,Turnham Green,0,0,34,35,5,0,73
Gloucester Road,Turnpike Lane,0,0,0,0,11,0,12
Gloucester Road,Upton Park,6,12,48,0,0,0,66
Gloucester Road,Vauxhall,0,24,1,97,52,46,220
Gloucester Road,Victoria,3,35,60,55,30,9,193
Gloucester Road,Walthamstow Central,0,0,134,0,0,0,135
Gloucester Road,Warren Street,0,0,0,21,0,0,21
Gloucester Road,Waterloo,5,41,82,124,61,25,339
Gloucester Road,Wembley Park,0,0,0,20,0,0,20
Gloucester Road,West Ham,15,4,0,159,0,0,178
Gloucester Road,West Kensington,0,0,46,46,85,83,261
Gloucester Road,Westminster,15,106,174,0,38,21,354
Gloucester Road,Whitechapel,0,56,79,30,0,0,166
Gloucester Road,Willesden Green,0,0,28,0,0,0,28
Gloucester Road,Wimbledon,2,11,110,165,93,0,382
Gloucester Road,Wimbledon Park,0,0,0,9,14,0,23
Gloucester Road,Wood Green,0,0,0,4,19,0,23
Golders Green,Aldgate,0,2,0,0,0,0,2
Golders Green,Aldgate East,0,2,0,34,0,0,36
Golders Green,Alperton,0,0,0,14,0,0,14
Golders Green,Angel,10,228,116,16,17,6,394
Golders Green,Archway,0,15,0,0,11,17,43
Golders Green,Baker Street,0,0,28,0,0,0,28
Golders Green,Balham,0,0,0,0,0,0,0
Golders Green,Bank / Monument,53,272,85,137,28,66,641
Golders Green,Barbican,0,2,0,0,0,0,2
Golders Green,Barking,0,0,0,0,0,0,0
Golders Green,Barons Court,3,16,0,0,0,0,19
Golders Green,Belsize Park,13,191,279,44,0,0,528
Golders Green,Bethnal Green,0,0,0,34,0,0,34
Golders Green,Blackfriars,0,55,45,0,0,0,100
Golders Green,Bond Street,22,55,0,0,0,0,77
Golders Green,Borough,0,5,74,1,0,0,80
Golders Green,Boston Manor,0,0,41,0,0,0,41
Golders Green,Bounds Green,0,0,15,0,0,0,15
Golders Green,Bow Road,0,0,0,0,0,1,1
Golders Green,Brixton,0,0,1,32,67,0,100
Golders Green,Burnt Oak,0,0,192,276,15,18,502
Golders Green,Caledonian Road,0,49,0,0,0,0,49
Golders Green,Camden Town,35,250,334,99,271,0,988
Golders Green,Canada Water,0,0,44,11,0,0,55
Golders Green,Canary Wharf,8,78,0,0,0,0,87
Golders Green,Cannon Street,0,0,0,9,0,0,9
Golders Green,Chalk Farm,0,28,145,13,26,0,213
Golders Green,Chancery Lane,21,126,149,9,0,0,304
Golders Green,Charing Cross,0,41,78,45,0,0,163
Golders Green,Clapham Common,0,8,0,14,0,0,22
Golders Green,Clapham South,0,0,13,0,0,0,13
Golders Green,Colindale,0,14,42,118,44,0,217
Golders Green,Colliers Wood,0,0,0,0,0,0,0
Golders Green,Covent Garden,0,0,10,15,0,0,25
Golders Green,Earl's Court,0,0,0,0,0,0,0
Golders Green,East Putney,0,0,2,0,0,0,2
Golders Green,Edgware,6,40,117,46,24,6,239
Golders Green,Edgware Road (Cir),0,9,3,0,0,0,11
Golders Green,Elephant & Castle,12,91,98,49,0,50,300
Golders Green,Elm Park,0,0,0,0,0,0,0
Golders Green,Embankment,11,44,57,16,0,0,127
Golders Green,Euston,46,189,43,123,10,0,411
Golders Green,Fairlop,0,0,0,0,0,0,0
Golders Green,Farringdon,0,79,31,0,0,0,110
Golders Green,Finchley Central,0,0,2,0,0,1,3
Golders Green,Finchley Road,0,0,0,2,0,0,2
Golders Green,Finsbury Park,0,0,1,14,52,0,68
Golders Green,Fulham Broadway,0,1,4,0,0,0,5
Golders Green,Gants Hill,0,0,0,5,0,0,5
Golders Green,Gloucester Road,0,0,8,0,0,0,8
Golders Green,Goodge Street,5,107,54,72,12,0,250
Golders Green,Green Park,5,80,20,0,0,0,104
Golders Green,Hainault,0,0,0,10,0,0,10
Golders Green,Hammersmith 1,6,42,15,0,21,0,84
Golders Green,Hampstead,12,140,38,0,51,2,242
Golders Green,Heathrow Terminal 4,0,0,57,0,0,0,57
Golders Green,Heathrow Terminals 123,0,0,22,123,0,0,146
Golders Green,Hendon Central,0,0,0,0,1,1,2
Golders Green,High Street Kensington,0,0,0,21,0,0,21
Golders Green,Highbury & Islington,0,8,4,0,0,0,13
Golders Green,Highgate,0,0,12,0,1,1,14
Golders Green,Holborn,0,101,44,1,16,0,162
Golders Green,Holloway Road,0,0,2,0,0,0,2
Golders Green,Hounslow Central,0,21,0,0,0,0,21
Golders Green,Hounslow East,0,0,11,0,0,0,11
Golders Green,Kentish Town,0,6,0,1,16,0,23
Golders Green,Kew Gardens,0,2,0,0,0,0,2
Golders Green,King's Cross St. Pancras,19,107,70,55,26,2,279
Golders Green,Knightsbridge,14,48,2,4,0,0,67
Golders Green,Leicester Square,0,125,274,108,0,0,507
Golders Green,Leyton,0,0,3,0,0,0,3
Golders Green,Leytonstone,0,0,15,0,0,0,15
Golders Green,Liverpool Street,0,3,0,10,21,0,34
Golders Green,London Bridge,14,55,19,37,0,0,126
Golders Green,Manor House,0,5,3,2,0,0,10
Golders Green,Marble Arch,0,1,13,0,0,0,14
Golders Green,Mile End,0,39,17,0,0,0,56
Golders Green,Moorgate,65,571,135,39,0,0,810
Golders Green,Mornington Crescent,11,136,6,25,0,0,178
Golders Green,Newbury Park,0,0,0,1,0,0,1
Golders Green,North Greenwich,0,1,0,0,0,13,14
Golders Green,Northolt,0,0,16,0,0,0,16
Golders Green,Notting Hill Gate,0,30,0,0,0,0,30
Golders Green,Oakwood,0,0,1,0,0,0,1
Golders Green,Old Street,0,126,91,2,1,0,220
Golders Green,Oxford Circus,0,135,162,23,0,0,319
Golders Green,Paddington,3,50,2,1,0,0,56
Golders Green,Piccadilly Circus,13,85,13,10,26,0,146
Golders Green,Pimlico,9,53,4,0,0,0,65
Golders Green,Queensway,26,6,0,0,0,0,32
Golders Green,Redbridge,0,0,0,69,0,0,69
Golders Green,Regent's Park,0,19,0,0,0,0,19
Golders Green,Richmond,0,1,1,0,0,0,2
Golders Green,Rickmansworth,0,0,3,0,0,0,3
Golders Green,Royal Oak,0,0,0,0,0,0,0
Golders Green,Russell Square,0,9,0,0,0,0,9
Golders Green,Seven Sisters,0,0,1,286,0,0,287
Golders Green,Shepherd's Bush 1,36,81,0,4,0,0,121
Golders Green,Sloane Square,0,3,0,0,0,0,3
Golders Green,Snaresbrook,0,0,0,0,8,0,8
Golders Green,South Ealing,0,0,19,0,0,0,19
Golders Green,South Kensington,0,30,87,0,0,0,117
Golders Green,South Woodford,0,0,6,0,0,0,6
Golders Green,Southwark,0,0,5,0,0,0,5
Golders Green,St. James's Park,0,28,28,0,0,0,56
Golders Green,St. Paul's,0,3,2,0,0,0,5
Golders Green,Stepney Green,0,0,8,0,0,0,8
Golders Green,Stockwell,0,0,40,0,0,0,40
Golders Green,Stratford,0,0,0,0,0,0,0
Golders Green,Temple,0,29,15,0,0,0,44
Golders Green,Tooting Bec,0,0,3,0,0,0,3
Golders Green,Tooting Broadway,8,15,0,0,0,0,23
Golders Green,Tottenham Court Road,27,180,201,191,21,0,620
Golders Green,Tottenham Hale,0,14,0,0,141,85,239
Golders Green,Tower Hill,0,2,1,0,4,0,8
Golders Green,Tufnell Park,0,31,0,1,0,17,49
Golders Green,Turnham Green,5,32,0,0,0,0,36
Golders Green,Turnpike Lane,0,5,0,3,1,0,9
Golders Green,Vauxhall,0,44,0,14,9,0,68
Golders Green,Victoria,0,136,105,25,20,18,305
Golders Green,Walthamstow Central,49,19,0,0,41,26,135
Golders Green,Wanstead,0,0,0,0,5,2,6
Golders Green,Warren Street,7,180,69,14,13,0,283
Golders Green,Waterloo,4,28,43,225,0,0,300
Golders Green,West Acton,0,0,23,0,0,0,23
Golders Green,West Kensington,10,18,0,0,0,0,28
Golders Green,Westminster,0,5,21,0,0,0,26
Golders Green,White City,0,13,0,0,0,0,13
Golders Green,Whitechapel,0,1,16,0,0,0,17
Golders Green,Wood Green,0,0,81,2,0,0,83
Golders Green,Wood Lane,0,0,9,0,0,0,9
Goldhawk Road,Aldgate,9,0,0,0,0,0,9
Goldhawk Road,Aldgate East,0,32,2,0,0,0,33
Goldhawk Road,Angel,3,15,0,4,0,0,22
Goldhawk Road,Archway,6,7,0,0,0,0,13
Goldhawk Road,Baker Street,1,56,43,13,0,0,114
Goldhawk Road,Barbican,8,49,7,2,12,0,78
Goldhawk Road,Barons Court,0,3,28,0,0,0,31
Goldhawk Road,Blackfriars,0,17,0,0,0,0,17
Goldhawk Road,Bond Street,0,0,0,1,0,0,1
Goldhawk Road,Brixton,0,0,0,4,0,0,4
Goldhawk Road,Bromley-by-Bow,4,24,0,0,0,0,28
Goldhawk Road,Chesham,0,1,0,0,0,0,1
Goldhawk Road,Covent Garden,0,0,51,0,0,0,51
Goldhawk Road,Earl's Court,0,0,0,0,0,0,0
Goldhawk Road,East Putney,0,27,0,0,0,0,27
Goldhawk Road,Edgware Road (Cir),2,71,1,76,28,71,248
Goldhawk Road,Embankment,0,0,24,0,0,0,24
Goldhawk Road,Euston Square,6,54,69,24,18,0,171
Goldhawk Road,Farringdon,2,63,16,4,8,0,94
Goldhawk Road,Finchley Road,0,0,0,0,22,0,22
Goldhawk Road,Finsbury Park,0,0,10,55,0,0,64
Goldhawk Road,Fulham Broadway,0,0,2,0,0,0,2
Goldhawk Road,Gloucester Road,0,45,0,0,0,4,49
Goldhawk Road,Great Portland Street,7,132,47,0,4,0,190
Goldhawk Road,Green Park,0,1,11,0,0,0,12
Goldhawk Road,Hammersmith 2,8,18,2,7,32,12,79
Goldhawk Road,Harrow-on-the-Hill,0,1,0,0,0,0,1
Goldhawk Road,Heathrow Terminal 4,0,0,27,0,0,0,27
Goldhawk Road,Hendon Central,0,0,0,67,0,0,67
Goldhawk Road,Highbury & Islington,0,0,0,15,0,0,16
Goldhawk Road,Holloway Road,0,0,6,0,0,0,6
Goldhawk Road,Hounslow East,0,0,0,10,0,0,10
Goldhawk Road,Hyde Park Corner,3,0,0,0,0,0,3
Goldhawk Road,Kentish Town,0,0,10,0,0,0,10
Goldhawk Road,Kew Gardens,0,0,0,4,0,0,4
Goldhawk Road,Kilburn,0,0,0,8,6,0,14
Goldhawk Road,King's Cross St. Pancras,9,72,175,2,1,0,259
Goldhawk Road,Kingsbury,21,58,0,0,0,0,78
Goldhawk Road,Knightsbridge,0,27,29,0,0,0,56
Goldhawk Road,Ladbroke Grove,9,38,138,74,22,0,281
Goldhawk Road,Latimer Road,0,17,11,52,0,0,80
Goldhawk Road,Leicester Square,0,0,0,0,0,0,0
Goldhawk Road,Liverpool Street,6,31,9,5,0,0,51
Goldhawk Road,Mansion House,0,6,0,0,0,0,6
Goldhawk Road,Marble Arch,0,0,33,0,0,0,33
Goldhawk Road,Mile End,0,2,0,6,0,0,8
Goldhawk Road,Moorgate,5,22,3,1,0,0,31
Goldhawk Road,North Acton,0,0,27,0,0,0,27
Goldhawk Road,Northfields,0,0,0,0,36,0,36
Goldhawk Road,Old Street,0,0,1,7,0,0,8
Goldhawk Road,Oxford Circus,0,0,16,0,0,0,16
Goldhawk Road,Paddington,9,339,34,82,0,0,464
Goldhawk Road,Parsons Green,0,0,0,0,0,0,0
Goldhawk Road,Piccadilly Circus,0,0,1,0,0,0,1
Goldhawk Road,Queensbury,0,0,12,0,0,0,12
Goldhawk Road,Richmond,1,1,0,2,0,0,3
Goldhawk Road,Royal Oak,0,12,0,9,1,0,23
Goldhawk Road,Russell Square,0,1,0,7,0,0,8
Goldhawk Road,Sloane Square,1,35,0,3,0,0,40
Goldhawk Road,South Kensington,3,1,33,0,0,0,37
Goldhawk Road,St. James's Park,0,0,11,0,0,0,11
Goldhawk Road,Stratford,0,0,0,12,0,0,12
Goldhawk Road,Swiss Cottage,0,31,0,0,0,0,31
Goldhawk Road,Tottenham Hale,0,0,0,27,0,0,27
Goldhawk Road,Turnpike Lane,0,0,1,0,0,34,35
Goldhawk Road,Victoria,2,6,0,3,0,3,13
Goldhawk Road,Walthamstow Central,0,0,0,0,7,0,7
Goldhawk Road,Waterloo,0,0,1,0,0,0,1
Goldhawk Road,Wembley Park,0,0,0,0,13,0,13
Goldhawk Road,West Hampstead,0,0,0,0,0,0,0
Goldhawk Road,West Harrow,0,0,1,0,0,0,1
Goldhawk Road,West Kensington,0,0,0,0,0,0,1
Goldhawk Road,Westbourne Park,10,102,48,42,29,0,231
Goldhawk Road,Westminster,0,2,0,0,0,0,2
Goldhawk Road,Whitechapel,0,0,5,0,4,0,9
Goldhawk Road,Wimbledon,3,0,0,0,0,0,3
Goldhawk Road,Wood Lane,0,0,22,0,0,0,22
Goodge Street,Aldgate East,0,3,0,0,0,0,3
Goodge Street,Alperton,0,0,7,0,0,0,7
Goodge Street,Angel,0,2,0,90,0,0,92
Goodge Street,Archway,0,3,62,222,69,0,357
Goodge Street,Balham,0,0,66,109,78,66,319
Goodge Street,Bank / Monument,0,33,10,26,0,0,69
Goodge Street,Barbican,0,0,4,0,0,0,4
Goodge Street,Barons Court,0,0,0,22,15,0,36
Goodge Street,Becontree,0,0,0,0,15,0,15
Goodge Street,Belsize Park,0,0,13,41,40,0,94
Goodge Street,Bermondsey,0,0,0,29,0,11,41
Goodge Street,Blackfriars,0,0,43,0,0,0,43
Goodge Street,Blackhorse Road,0,0,0,0,138,39,177
Goodge Street,Borough,0,4,24,26,0,0,54
Goodge Street,Brent Cross,0,0,174,0,0,0,174
Goodge Street,Brixton,0,0,32,36,32,0,100
Goodge Street,Burnt Oak,0,0,0,33,6,0,39
Goodge Street,Caledonian Road,0,0,0,0,25,0,25
Goodge Street,Camden Town,0,0,162,76,40,0,278
Goodge Street,Canada Water,0,0,71,148,135,44,398
Goodge Street,Canary Wharf,1,21,34,55,29,0,140
Goodge Street,Canning Town,0,0,28,23,0,0,50
Goodge Street,Cannon Street,3,2,15,22,0,0,42
Goodge Street,Chalk Farm,0,2,0,14,82,71,169
Goodge Street,Chancery Lane,0,4,0,0,0,0,4
Goodge Street,Charing Cross,0,4,134,231,146,88,604
Goodge Street,Chiswick Park,0,1,0,0,0,0,1
Goodge Street,Clapham Common,0,0,0,120,38,0,159
Goodge Street,Clapham North,0,0,0,0,15,0,15
Goodge Street,Clapham South,0,14,0,41,19,83,157
Goodge Street,Cockfosters,0,0,0,14,0,0,14
Goodge Street,Colindale,0,0,0,40,0,0,40
Goodge Street,Colliers Wood,0,0,0,0,1,0,1
Goodge Street,Ealing Broadway,0,0,0,3,0,0,3
Goodge Street,Ealing Common,0,0,0,0,11,0,11
Goodge Street,Earl's Court,0,0,0,28,0,0,28
Goodge Street,East Finchley,0,0,50,64,31,63,208
Goodge Street,East Ham,0,0,0,46,0,0,46
Goodge Street,East Putney,0,0,6,8,0,0,14
Goodge Street,Edgware,0,0,23,81,39,0,143
Goodge Street,Elephant & Castle,0,2,0,0,30,0,31
Goodge Street,Embankment,0,3,74,61,0,0,138
Goodge Street,Epping,0,0,0,6,0,0,6
Goodge Street,Euston,0,5,64,155,36,0,259
Goodge Street,Farringdon,0,0,0,0,0,0,0
Goodge Street,Finchley Central,1,33,15,19,27,27,121
Goodge Street,Finsbury Park,0,0,0,68,0,0,68
Goodge Street,Fulham Broadway,0,0,0,45,0,0,45
Goodge Street,Gants Hill,0,0,0,24,0,0,24
Goodge Street,Gloucester Road,0,1,0,0,0,0,1
Goodge Street,Golders Green,1,3,21,248,95,96,464
Goodge Street,Green Park,0,6,0,0,0,0,6
Goodge Street,Gunnersbury,0,0,0,39,0,0,39
Goodge Street,Hainault,0,0,48,0,0,0,48
Goodge Street,Hammersmith 1,0,0,25,39,27,0,91
Goodge Street,Hammersmith 2,0,0,5,0,0,0,5
Goodge Street,Hampstead,0,0,0,3,0,0,3
Goodge Street,Harrow & Wealdstone,0,0,0,2,0,0,2
Goodge Street,Hatton Cross,1,13,65,0,0,0,79
Goodge Street,Hendon Central,1,16,11,60,32,0,120
Goodge Street,High Barnet,0,0,92,93,20,0,205
Goodge Street,Highbury & Islington,0,0,0,41,2,0,43
Goodge Street,Highgate,3,3,10,150,67,16,249
Goodge Street,Kennington,0,6,0,52,62,42,162
Goodge Street,Kensal Green,0,0,0,12,0,0,12
Goodge Street,Kentish Town,0,39,124,194,0,0,357
Goodge Street,King's Cross St. Pancras,0,0,40,33,90,0,164
Goodge Street,Knightsbridge,0,0,24,0,0,0,24
Goodge Street,Leicester Square,0,7,178,111,68,0,364
Goodge Street,Leyton,0,0,0,35,0,0,35
Goodge Street,Liverpool Street,0,0,48,35,0,0,83
Goodge Street,London Bridge,0,25,101,101,35,0,262
Goodge Street,Maida Vale,0,0,0,5,0,0,5
Goodge Street,Mansion House,0,0,4,0,0,0,4
Goodge Street,Marylebone,0,0,0,9,0,0,9
Goodge Street,Mill Hill East,0,0,26,9,0,0,35
Goodge Street,Morden,0,8,0,5,100,0,113
Goodge Street,Mornington Crescent,0,1,90,0,0,0,91
Goodge Street,North Greenwich,0,0,43,67,0,0,110
Goodge Street,Northwick Park,0,0,0,0,0,0,0
Goodge Street,Oakwood,0,0,0,13,0,0,13
Goodge Street,Old Street,0,2,0,200,0,0,202
Goodge Street,Osterley,0,0,0,40,0,0,40
Goodge Street,Oval,0,0,20,84,71,0,175
Goodge Street,Oxford Circus,0,17,0,0,0,0,17
Goodge Street,Parsons Green,0,0,3,11,16,0,30
Goodge Street,Piccadilly Circus,0,0,0,20,0,0,20
Goodge Street,Richmond,12,14,57,324,0,0,406
Goodge Street,Shepherd's Bush 1,0,0,0,15,0,0,15
Goodge Street,Sloane Square,0,0,21,0,0,0,21
Goodge Street,South Ealing,0,0,0,57,0,0,57
Goodge Street,South Harrow,0,0,0,0,0,0,0
Goodge Street,South Kensington,0,2,48,34,12,0,96
Goodge Street,South Wimbledon,0,8,0,111,12,7,137
Goodge Street,Southfields,0,0,32,0,0,11,43
Goodge Street,Southwark,0,0,49,40,0,0,89
Goodge Street,St. James's Park,0,2,52,0,0,0,55
Goodge Street,Stockwell,0,0,0,29,26,0,55
Goodge Street,Stonebridge Park,0,0,0,0,144,0,144
Goodge Street,Stratford,2,0,0,0,0,0,2
Goodge Street,Sudbury Hill,0,0,0,4,0,0,4
Goodge Street,Sudbury Town,0,0,0,21,0,0,21
Goodge Street,Temple,0,1,0,0,0,0,1
Goodge Street,Tooting Bec,0,0,99,58,16,17,189
Goodge Street,Tooting Broadway,0,0,0,57,43,0,100
Goodge Street,Totteridge & Whetstone,0,0,72,44,25,47,189
Goodge Street,Tower Hill,0,1,39,48,0,0,87
Goodge Street,Tufnell Park,0,0,0,59,0,0,59
Goodge Street,Turnham Green,0,0,8,26,16,0,50
Goodge Street,Turnpike Lane,0,0,34,19,0,0,53
Goodge Street,Vauxhall,0,8,25,0,0,0,33
Goodge Street,Victoria,0,10,86,140,52,0,287
Goodge Street,Walthamstow Central,0,0,0,85,0,0,85
Goodge Street,Warren Street,1,4,0,4,0,0,8
Goodge Street,Warwick Avenue,0,0,0,0,3,0,3
Goodge Street,Waterloo,13,51,436,753,336,155,1744
Goodge Street,West Finchley,0,0,0,19,75,0,95
Goodge Street,West Ham,0,0,0,15,0,0,15
Goodge Street,West Hampstead,0,0,12,0,15,0,27
Goodge Street,Westminster,0,2,32,0,0,0,34
Goodge Street,Willesden Junction,0,0,0,0,37,0,37
Goodge Street,Wimbledon,0,0,0,0,0,3,3
Goodge Street,Wimbledon Park,0,0,0,0,20,0,20
Goodge Street,Woodside Park,0,0,21,30,108,0,160
Grange Hill,Aldgate East,0,27,0,0,0,0,27
Grange Hill,Baker Street,15,60,0,0,0,0,74
Grange Hill,Bank / Monument,22,36,0,0,0,0,57
Grange Hill,Barbican,2,14,0,0,0,0,16
Grange Hill,Barking,0,4,0,0,0,0,4
Grange Hill,Bethnal Green,1,23,0,0,8,1,32
Grange Hill,Bond Street,11,38,0,0,0,0,49
Grange Hill,Canary Wharf,5,1,0,0,0,0,6
Grange Hill,Chancery Lane,13,50,0,0,0,0,63
Grange Hill,Covent Garden,0,26,0,0,0,0,26
Grange Hill,Debden,0,24,0,0,1,0,25
Grange Hill,Ealing Broadway,6,0,0,0,0,0,6
Grange Hill,Embankment,0,1,0,0,0,0,1
Grange Hill,Epping,0,0,86,0,0,0,86
Grange Hill,Euston Square,0,18,0,0,0,0,18
Grange Hill,Green Park,0,13,0,0,0,0,13
Grange Hill,Hainault,0,0,44,0,0,0,44
Grange Hill,Hammersmith 1,0,14,0,0,0,0,14
Grange Hill,Highbury & Islington,0,0,0,0,0,0,0
Grange Hill,Holborn,6,23,30,5,0,0,65
Grange Hill,King's Cross St. Pancras,31,62,0,0,0,0,92
Grange Hill,Knightsbridge,0,10,0,0,0,0,10
Grange Hill,Lambeth North,0,0,25,0,0,0,25
Grange Hill,Leicester Square,0,1,0,0,0,0,1
Grange Hill,Liverpool Street,8,62,0,0,0,0,70
Grange Hill,London Bridge,7,6,0,0,0,0,13
Grange Hill,Loughton,0,4,0,0,0,0,4
Grange Hill,Oxford Circus,7,13,0,0,0,0,20
Grange Hill,Paddington,0,0,2,0,0,0,2
Grange Hill,Pimlico,0,7,0,0,0,0,7
Grange Hill,Putney Bridge,0,6,0,0,0,0,6
Grange Hill,Sloane Square,0,2,0,0,0,0,2
Grange Hill,Snaresbrook,0,0,0,95,0,0,95
Grange Hill,South Kensington,0,3,0,0,0,0,3
Grange Hill,South Woodford,0,0,0,0,0,0,0
Grange Hill,St. James's Park,1,29,0,0,0,0,30
Grange Hill,St. Paul's,15,71,0,0,0,0,87
Grange Hill,Stratford,16,27,0,0,0,0,43
Grange Hill,Tottenham Court Road,4,17,0,0,0,0,22
Grange Hill,Tower Hill,0,2,0,0,0,0,2
Grange Hill,Victoria,0,21,0,0,17,5,43
Grange Hill,Wanstead,0,0,4,0,0,0,4
Grange Hill,Westminster,1,0,0,0,0,0,1
Grange Hill,Whitechapel,6,0,0,0,0,0,6
Great Portland Street,Acton Town,0,0,0,55,0,0,55
Great Portland Street,Aldgate,1,49,150,81,5,0,286
Great Portland Street,Aldgate East,0,50,44,19,0,0,114
Great Portland Street,Alperton,0,0,0,0,3,0,3
Great Portland Street,Amersham,0,0,1,2,0,0,4
Great Portland Street,Angel,0,0,11,4,6,0,20
Great Portland Street,Arnos Grove,0,0,28,1,0,0,28
Great Portland Street,Arsenal,0,0,5,0,21,0,26
Great Portland Street,Baker Street,4,12,79,31,40,40,206
Great Portland Street,Bank / Monument,1,7,0,8,0,0,17
Great Portland Street,Barbican,1,37,222,82,59,4,405
Great Portland Street,Barking,0,0,10,7,6,0,23
Great Portland Street,Barons Court,0,0,0,7,0,0,7
Great Portland Street,Bayswater,0,0,39,179,53,0,270
Great Portland Street,Bethnal Green,0,0,0,1,0,2,2
Great Portland Street,Blackhorse Road,0,0,0,29,0,0,29
Great Portland Street,Borough,0,0,0,20,0,0,20
Great Portland Street,Boston Manor,0,0,0,14,0,0,14
Great Portland Street,Bounds Green,0,0,0,21,1,0,22
Great Portland Street,Bow Road,0,2,1,19,0,0,22
Great Portland Street,Caledonian Road,0,0,0,27,10,0,37
Great Portland Street,Canada Water,0,0,0,1,71,0,72
Great Portland Street,Canary Wharf,0,0,0,0,5,0,5
Great Portland Street,Canning Town,0,0,0,6,0,0,6
Great Portland Street,Canons Park,0,0,1,0,0,0,1
Great Portland Street,Chalfont & Latimer,0,0,6,13,26,0,46
Great Portland Street,Chancery Lane,0,25,0,0,0,0,25
Great Portland Street,Charing Cross,0,14,26,0,0,0,39
Great Portland Street,Chesham,0,0,0,28,75,0,103
Great Portland Street,Chorleywood,0,0,0,19,17,0,36
Great Portland Street,Clapham South,0,0,0,0,3,0,3
Great Portland Street,Cockfosters,0,0,0,18,0,0,18
Great Portland Street,Covent Garden,0,0,9,33,0,0,42
Great Portland Street,Croxley,0,15,34,12,0,0,61
Great Portland Street,Dagenham East,0,0,0,5,0,0,5
Great Portland Street,Dagenham Heathway,0,0,0,5,0,5,10
Great Portland Street,Dollis Hill,0,0,0,0,23,14,37
Great Portland Street,Ealing Broadway,0,0,59,2,1,0,62
Great Portland Street,Ealing Common,0,0,0,2,0,0,2
Great Portland Street,Earl's Court,1,22,55,11,2,0,90
Great Portland Street,East Finchley,0,0,82,0,0,0,82
Great Portland Street,East Ham,0,0,154,8,14,0,176
Great Portland Street,East Putney,0,0,73,31,0,1,106
Great Portland Street,Eastcote,3,8,36,29,0,0,77
Great Portland Street,Edgware Road (Cir),1,45,46,399,100,50,640
Great Portland Street,Elm Park,0,0,0,0,0,0,1
Great Portland Street,Embankment,0,0,13,0,0,0,13
Great Portland Street,Epping,0,0,0,14,0,0,14
Great Portland Street,Euston Square,0,0,28,58,28,0,115
Great Portland Street,Farringdon,9,120,261,583,46,5,1023
Great Portland Street,Finchley Central,0,0,1,0,35,9,45
Great Portland Street,Finchley Road,1,27,8,106,80,3,224
Great Portland Street,Finsbury Park,11,2,0,7,11,0,30
Great Portland Street,Fulham Broadway,0,0,0,45,4,0,49
Great Portland Street,Gants Hill,0,0,10,6,0,0,16
Great Portland Street,Gloucester Road,0,0,15,4,0,26,46
Great Portland Street,Golders Green,0,0,0,0,24,0,24
Great Portland Street,Goldhawk Road,0,0,4,163,0,1,168
Great Portland Street,Gunnersbury,0,0,0,1,0,0,1
Great Portland Street,Hammersmith 2,9,28,91,141,41,10,320
Great Portland Street,Hampstead,0,0,4,0,0,0,4
Great Portland Street,Hanger Lane,0,0,0,0,0,0,0
Great Portland Street,Harrow-on-the-Hill,0,0,21,165,15,19,220
Great Portland Street,Hatton Cross,0,0,0,1,0,0,1
Great Portland Street,High Street Kensington,0,31,116,30,116,5,298
Great Portland Street,Highbury & Islington,0,2,43,5,10,0,60
Great Portland Street,Hillingdon,0,0,0,21,0,0,21
Great Portland Street,Holborn,0,0,0,23,0,0,23
Great Portland Street,Holland Park,0,0,1,0,0,0,1
Great Portland Street,Holloway Road,0,0,6,5,0,8,19
Great Portland Street,Hounslow East,0,0,4,0,0,0,4
Great Portland Street,Ickenham,0,0,21,14,4,2,41
